block_name,all_weight_scores
model.layers.0,0.3700166940689087,0.5221027731895447,4.669678211212158,6.5687150955200195,5.8331522941589355,6.61150598526001,13.38261890411377,0.17443960905075073,0.15172162652015686
model.layers.1,1.8603899478912354,1.7704813480377197,8.534235954284668,10.92609691619873,15.90230655670166,18.32335662841797,25.549964904785156,0.2582235038280487,0.3244125545024872
model.layers.2,3.125882625579834,2.8704912662506104,13.358444213867188,14.666666984558105,22.58884048461914,25.443845748901367,32.00667190551758,0.3316227197647095,0.4302867650985718
model.layers.3,4.25673246383667,3.691160202026367,10.112784385681152,10.942715644836426,26.216106414794922,28.00436782836914,29.849891662597656,0.29745224118232727,0.49920812249183655
model.layers.4,5.413205146789551,4.888923645019531,11.051526069641113,12.138252258300781,25.33026695251465,27.518863677978516,28.682403564453125,0.3413454592227936,0.4901917576789856
model.layers.5,5.444281101226807,4.99815559387207,10.999014854431152,11.823928833007812,23.63232421875,26.93189239501953,27.925302505493164,0.32112452387809753,0.47733941674232483
model.layers.6,5.31142520904541,4.714011192321777,9.588616371154785,11.063300132751465,21.892780303955078,24.81645393371582,25.602310180664062,0.2867814302444458,0.4385593831539154
model.layers.7,4.968393802642822,4.590050220489502,9.762187957763672,10.993623733520508,19.87558364868164,22.85283088684082,24.149837493896484,0.290357381105423,0.43639659881591797
model.layers.8,5.287899494171143,4.765401363372803,10.56251335144043,11.986251831054688,18.56205940246582,21.49118423461914,23.192398071289062,0.3208535313606262,0.3967828154563904
model.layers.9,5.380414009094238,4.585296630859375,8.893393516540527,10.522669792175293,18.110706329345703,20.594247817993164,22.036945343017578,0.26097172498703003,0.3823438882827759
model.layers.10,5.3202128410339355,4.673172950744629,10.087566375732422,11.085071563720703,17.084793090820312,19.47146987915039,20.813709259033203,0.3088496923446655,0.34927648305892944
model.layers.11,4.648559093475342,4.080384254455566,11.181662559509277,11.788346290588379,16.41232681274414,18.421663284301758,21.18509292602539,0.2735832631587982,0.3383429944515228
model.layers.12,4.827843189239502,4.0870466232299805,9.751867294311523,10.833501815795898,15.944080352783203,18.495845794677734,21.277990341186523,0.2523484230041504,0.3441382348537445
model.layers.13,4.622706890106201,3.904083728790283,8.844522476196289,9.532193183898926,15.892714500427246,18.019142150878906,20.87736701965332,0.2441149353981018,0.32479390501976013
model.layers.14,4.377197742462158,3.813215970993042,8.991277694702148,9.328481674194336,16.268217086791992,18.15097427368164,20.36221694946289,0.23100464046001434,0.3238734006881714
model.layers.15,4.236442565917969,3.597226858139038,8.016937255859375,8.581705093383789,16.57264518737793,18.021421432495117,20.53150177001953,0.22995738685131073,0.3291226923465729
model.layers.16,4.2638397216796875,3.7976763248443604,8.91982650756836,9.100452423095703,16.59932518005371,18.046188354492188,21.402976989746094,0.23862071335315704,0.33136704564094543
model.layers.17,3.7721495628356934,3.2500007152557373,7.780544281005859,8.209700584411621,16.698467254638672,17.965137481689453,21.32054328918457,0.22060036659240723,0.342745840549469
model.layers.18,3.3010406494140625,2.9394595623016357,6.621030330657959,7.24336051940918,16.814193725585938,17.775665283203125,21.159473419189453,0.19773562252521515,0.3486309051513672
model.layers.19,3.2563316822052,2.9668233394622803,5.9808502197265625,6.632501602172852,16.443119049072266,17.249391555786133,20.34067726135254,0.24656368792057037,0.31974080204963684
model.layers.20,3.0799944400787354,2.765211582183838,6.042740345001221,6.584068775177002,16.18760108947754,16.964963912963867,20.40017318725586,0.18513157963752747,0.31982144713401794
model.layers.21,2.62416410446167,2.2724297046661377,4.85377836227417,5.521640300750732,15.883646965026855,16.497785568237305,19.82295036315918,0.15322282910346985,0.3015969395637512
model.layers.22,2.73239803314209,2.61037015914917,5.167814254760742,5.4113054275512695,15.879936218261719,16.322154998779297,19.13525390625,0.21573559939861298,0.31472089886665344
model.layers.23,2.9082651138305664,2.8052444458007812,5.139096260070801,5.309437274932861,15.818887710571289,15.91898250579834,18.39385223388672,0.23374032974243164,0.29823747277259827
model.layers.24,2.153233528137207,1.923882246017456,4.208453178405762,4.419094085693359,15.582530975341797,15.71778678894043,17.676708221435547,0.14258256554603577,0.289438933134079
model.layers.25,2.1279208660125732,1.9208260774612427,4.520503520965576,4.59036922454834,15.753645896911621,15.813858032226562,17.289308547973633,0.13690081238746643,0.29437148571014404
model.layers.26,2.171192169189453,1.9506444931030273,4.532619476318359,4.445831775665283,15.87949275970459,15.84902572631836,16.997337341308594,0.1322571486234665,0.30207258462905884
model.layers.27,1.8211140632629395,1.6547878980636597,3.9985859394073486,3.9357144832611084,15.852190017700195,15.86744499206543,16.78816795349121,0.12153468281030655,0.3025878071784973
model.layers.28,2.2093119621276855,2.196305990219116,4.746234893798828,4.479913711547852,16.006093978881836,16.12932777404785,17.130281448364258,0.16215188801288605,0.3332613706588745
model.layers.29,1.8850642442703247,1.778786540031433,4.433082103729248,4.286236763000488,16.219154357910156,16.210430145263672,17.84792709350586,0.13095663487911224,0.35732677578926086
model.layers.30,2.2090651988983154,2.002537965774536,4.488985538482666,4.2664642333984375,16.673694610595703,17.287731170654297,22.707050323486328,0.16089054942131042,0.4523296356201172
model.layers.31,1.896094560623169,1.7241606712341309,5.1420464515686035,5.423710346221924,18.10182762145996,19.863311767578125,30.014110565185547,0.18904952704906464,0.6357151865959167
model.norm.weight,2.124668598175049
lm_head.weight,48.46839141845703
