removed_block,ppl_bookcorpus,num_calib_data,params
0.0,12122.398023064261,10.0,6536032256.0
1.0,38.354497851180604,10.0,6536032256.0
2.0,4463.618922827079,10.0,6536032256.0
3.0,30.44478679077347,10.0,6536032256.0
4.0,29.404938705950006,10.0,6536032256.0
5.0,27.956923332269252,10.0,6536032256.0
6.0,27.823825522696687,10.0,6536032256.0
7.0,28.07557947784959,10.0,6536032256.0
8.0,27.768892941108653,10.0,6536032256.0
9.0,28.063807658195483,10.0,6536032256.0
10.0,27.596795772703285,10.0,6536032256.0
11.0,27.632552664604056,10.0,6536032256.0
12.0,28.26328077950173,10.0,6536032256.0
13.0,28.477408256400093,10.0,6536032256.0
14.0,29.753079922121916,10.0,6536032256.0
15.0,28.1094434325649,10.0,6536032256.0
16.0,28.304199536307063,10.0,6536032256.0
17.0,30.18840972994442,10.0,6536032256.0
18.0,28.32306717258169,10.0,6536032256.0
19.0,29.35544991740877,10.0,6536032256.0
20.0,27.656286649806578,10.0,6536032256.0
21.0,28.417065712666815,10.0,6536032256.0
22.0,28.0524888824869,10.0,6536032256.0
23.0,29.70100822275161,10.0,6536032256.0
24.0,27.61793750618571,10.0,6536032256.0
25.0,27.14574784596572,10.0,6536032256.0
26.0,28.01395101761691,10.0,6536032256.0
27.0,27.36551091899192,10.0,6536032256.0
28.0,28.64318031592489,10.0,6536032256.0
29.0,27.799907991394683,10.0,6536032256.0
30.0,29.915292040077755,10.0,6536032256.0
31.0,51.308598136080015,10.0,6536032256.0
