removed_block,ppl_bookcorpus,num_calib_data,params
14.0,27.028044172168716,10.0,8260850688.0
15.0,27.40010580820802,10.0,8260850688.0
13.0,27.507346790200362,10.0,8260850688.0
18.0,27.886006392229614,10.0,8260850688.0
7.0,27.940524471445343,10.0,8260850688.0
12.0,28.214717811314713,10.0,8260850688.0
11.0,28.2698785323965,10.0,8260850688.0
16.0,28.491601937740562,10.0,8260850688.0
9.0,28.60311491479713,10.0,8260850688.0
5.0,28.715064341305684,10.0,8260850688.0
10.0,28.827451925481085,10.0,8260850688.0
17.0,28.940279382223952,10.0,8260850688.0
20.0,29.33866439394716,10.0,8260850688.0
6.0,29.511075247281195,10.0,8260850688.0
21.0,29.800681131145613,10.0,8260850688.0
4.0,31.048387510438285,10.0,8260850688.0
8.0,31.169907463288276,10.0,8260850688.0
22.0,32.22221914035047,10.0,8260850688.0
19.0,32.85774546700983,10.0,8260850688.0
23.0,34.23344619169951,10.0,8260850688.0
3.0,34.50194243789271,10.0,8260850688.0
24.0,50.6926662381911,10.0,8260850688.0
2.0,68.48142221881122,10.0,8260850688.0
1.0,408.18428444915037,10.0,8260850688.0
25.0,824.5549201253251,10.0,8260850688.0
26.0,2534442280357358.0,10.0,8260850688.0
27.0,1.308927066142531e+24,10.0,8260850688.0
0.0,inf,10.0,8260850688.0
