block_name,all_weight_scores
model.layers.0,353225.875,366789.53125,171747.40625,146045.3125,601418.6875,585861.75,731821.4375,126.51150512695312,299.2846374511719
model.layers.1,401390.1875,404325.84375,147393.078125,140763.6875,769425.5,731739.3125,752678.3125,396.40093994140625,420.31695556640625
model.layers.2,462077.34375,466847.375,184814.671875,184823.828125,812570.1875,741977.6875,754125.6875,527.8892822265625,554.1298217773438
model.layers.3,382240.78125,396645.71875,219903.59375,218827.875,822133.5,756572.9375,757626.4375,856.331298828125,668.064697265625
model.layers.4,388596.84375,391854.125,217928.203125,217990.8125,831044.6875,759478.9375,754337.5625,986.0289916992188,720.2420043945312
model.layers.5,370853.4375,373690.25,222686.515625,222003.46875,846846.375,756183.0625,747849.75,1163.110107421875,762.9644165039062
model.layers.6,376986.1875,383915.6875,224169.1875,224363.78125,834928.625,765306.6875,754523.5625,1174.71875,797.0927734375
model.layers.7,368061.1875,370694.5,230859.296875,229242.8125,825474.0625,768476.25,756811.0,1188.373779296875,813.6465454101562
model.layers.8,359578.59375,359771.84375,228919.421875,228485.46875,824018.75,770646.5,756610.0625,1259.885498046875,825.5780639648438
model.layers.9,347166.5625,349388.125,227442.578125,226982.90625,811674.125,775265.125,761326.875,1331.8203125,841.6432495117188
model.layers.10,351232.875,353305.96875,235612.546875,236533.71875,806617.25,785074.875,768673.875,1362.6207275390625,869.5523071289062
model.layers.11,365563.8125,368745.125,247887.921875,247972.515625,801781.5625,789471.375,773601.0,1252.1610107421875,887.86865234375
model.layers.12,345144.5625,348535.59375,239826.015625,243618.71875,807257.0625,794902.5625,775870.5625,1451.6568603515625,940.8890380859375
model.layers.13,337459.8125,340633.5,250350.078125,252418.203125,805538.75,802777.125,783412.75,1518.93701171875,976.678466796875
model.layers.14,340815.28125,342503.375,252754.71875,253171.09375,804535.0,805706.125,787144.3125,1502.014892578125,1023.1599731445312
model.layers.15,340378.875,343758.34375,253335.78125,253800.734375,806212.9375,806464.75,787891.3125,1505.977294921875,1064.170166015625
model.layers.16,339701.53125,346194.875,269845.25,269135.65625,811592.75,803892.4375,786729.5625,1494.524169921875,1132.712646484375
model.layers.17,331385.53125,336144.125,271554.125,272765.03125,815128.25,806673.1875,791023.875,1588.74560546875,1194.5089111328125
model.layers.18,325294.6875,327359.625,271348.59375,272173.5,822252.375,804311.25,790890.0625,1632.8076171875,1267.42333984375
model.layers.19,320562.0625,322837.78125,283731.84375,283221.9375,827731.875,802544.3125,792211.6875,1620.7633056640625,1322.4566650390625
model.layers.20,327459.90625,331017.84375,293363.0,290456.0625,832478.0625,803456.6875,793883.75,1691.7303466796875,1381.115478515625
model.layers.21,314138.15625,315499.1875,295679.03125,292146.15625,837825.0,802363.8125,794359.625,1731.474365234375,1448.9130859375
model.layers.22,321506.15625,323631.8125,293820.28125,293049.46875,839654.8125,805895.5,798264.625,1799.275146484375,1501.3944091796875
model.layers.23,307802.65625,307380.1875,305117.71875,300498.1875,841360.8125,807713.0,800895.75,1832.6947021484375,1562.4400634765625
model.layers.24,309786.21875,310499.1875,309357.21875,305333.25,842529.875,812366.75,804615.875,1939.363525390625,1615.367431640625
model.layers.25,321833.78125,325280.6875,310125.21875,307373.03125,843751.875,815415.875,807228.625,2004.638427734375,1672.3448486328125
model.layers.26,317344.8125,320805.65625,319835.125,317056.625,842850.625,821115.75,812100.5,2104.15771484375,1715.1455078125
model.layers.27,316799.9375,319680.1875,325319.3125,323689.09375,841023.6875,824312.25,815240.0,2117.22802734375,1770.121337890625
model.layers.28,307558.8125,308652.46875,325942.125,326732.09375,836931.25,828002.875,817256.375,2057.86474609375,1812.7777099609375
model.layers.29,306338.125,308995.46875,336447.90625,336816.6875,836687.1875,832365.3125,816136.6875,2131.488525390625,1853.1614990234375
model.layers.30,309994.125,312860.84375,330984.0625,335959.34375,841071.6875,837707.625,799538.625,2064.5283203125,1855.6566162109375
model.layers.31,313451.6875,320126.3125,296768.6875,297103.78125,876153.6875,867488.8125,814489.5,1661.913818359375,1647.4620361328125
model.norm.weight,6554.38671875
lm_head.weight,2069512.0
